IDComentario,curtidas,rating,dataVisita,dataPublicacao,comentario,titulo,URL,critico,monitorado,opiniaoExtraida,proprioRestaurante,comentarioRespondido,IDDispositivoFK,IDFonteFK,IDHashtagFK,IDIdiomaFK,IDUsuarioFK,IDRestauranteFK,IDPostFK,IDComentarioFonte,IDConfiguracaoColetaFK,IDPostagemFonte,dataUpdateCriticidade,dataColeta
565260,NULL,5.0,"2025-05-19 00:00:00","2025-05-19 00:00:00","Com certeza irei comprar outras vezes.",NULL,NULL,0,1,1,0,0,NULL,8,NULL,1,332508,252,NULL,,NULL,NULL,"2025-05-21 00:00:11","2025-05-20 18:17:26"
565261,NULL,3.0,"2025-05-19 00:00:00","2025-05-19 00:00:00","A massa da pizza está  crua. Tive que assar novamente  !!!!!",NULL,NULL,1,1,1,0,0,NULL,8,NULL,1,332509,252,NULL,,NULL,NULL,"2025-05-21 00:00:15","2025-05-20 18:17:26"
565262,NULL,5.0,"2025-05-18 00:00:00","2025-05-18 00:00:00",Ótima,NULL,NULL,0,1,1,0,0,NULL,8,NULL,1,136172,252,NULL,,NULL,NULL,"2025-05-21 00:00:17","2025-05-20 18:17:26"
565263,NULL,5.0,"2025-05-17 00:00:00","2025-05-17 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,127962,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565264,NULL,5.0,"2025-05-19 00:00:00","2025-05-19 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,128338,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565265,NULL,5.0,"2025-05-17 00:00:00","2025-05-17 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,128297,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565266,NULL,5.0,"2025-05-19 00:00:00","2025-05-19 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,128053,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565267,NULL,5.0,"2025-05-18 00:00:00","2025-05-18 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,136965,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565268,NULL,5.0,"2025-05-18 00:00:00","2025-05-18 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,148458,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565269,NULL,5.0,"2025-05-17 00:00:00","2025-05-17 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,148942,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565270,NULL,5.0,"2025-05-18 00:00:00","2025-05-18 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,128382,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565271,NULL,5.0,"2025-05-18 00:00:00","2025-05-18 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,322680,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565272,NULL,5.0,"2025-05-18 00:00:00","2025-05-18 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,128614,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565273,NULL,5.0,"2025-05-18 00:00:00","2025-05-18 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,128562,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565274,NULL,5.0,"2025-05-16 00:00:00","2025-05-16 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,179959,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565275,NULL,5.0,"2025-05-18 00:00:00","2025-05-18 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,128275,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565276,NULL,3.0,"2025-05-18 00:00:00","2025-05-18 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,128022,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565277,NULL,5.0,"2025-05-18 00:00:00","2025-05-18 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,148376,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565278,NULL,5.0,"2025-05-18 00:00:00","2025-05-18 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,332510,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565279,NULL,5.0,"2025-05-18 00:00:00","2025-05-18 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,128781,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565280,NULL,5.0,"2025-05-18 00:00:00","2025-05-18 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,273507,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565281,NULL,5.0,"2025-05-18 00:00:00","2025-05-18 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,148493,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565282,NULL,5.0,"2025-05-18 00:00:00","2025-05-18 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,189838,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565283,NULL,5.0,"2025-05-17 00:00:00","2025-05-17 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,128297,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565284,NULL,5.0,"2025-05-18 00:00:00","2025-05-18 00:00:00",NULL,NULL,NULL,-1,0,0,0,0,NULL,8,NULL,1,127962,252,NULL,,NULL,NULL,NULL,"2025-05-20 18:17:26"
565493,0,5.0,"2025-05-21 13:25:07","2025-05-21 13:25:07",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VNbngzZURxbk95MjlnRRAB!2m1!1s0x0:0x6d564417a01672e8!3m1!1s2@1:CIHM0ogKEMnx3eDqnOy29gE%7CCgwIs6i3wQYQ-LS8ugM%7C?hl=pt-BR,-1,0,1,0,1,NULL,6,NULL,1,332632,251,NULL,111979451986114039105,1,NULL,NULL,"2025-05-21 13:28:11"
565642,0,5.0,"2025-05-21 15:01:14","2025-05-21 15:01:14",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VQYXpqZFRtaXZYdG9BRRAB!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKEPazjdTmivXtoAE%7CCgsIutW3wQYQgLaRHg%7C?hl=pt-BR,-1,0,1,0,1,NULL,6,NULL,1,332721,253,NULL,104906051912164032991,1,NULL,NULL,"2025-05-22 13:33:01"
565792,0,3.0,"2025-05-22 23:09:28","2025-05-22 23:09:28","O pão de alho é muito bom e a pizza é bacana, já os outros pratos como massas, não entregam tanto sabor. Dependendo do dia da semana pode estar muito cheio, aí fica um pouco chato a demora.  Acho um pouco chato a falta de padrão no atendimento, algumas vezes fui muito bem atendida, já outras fui embora por não vir ninguém me atender. Isso referente unidade Ipsep, na unidade Piedade nunca  fui mal atendida.",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VMTFB1SjdCMFpLTUZREAE!2m1!1s0x0:0xd12dc3c3931b311d!3m1!1s2@1:CIHM0ogKELLPuJ7B0ZKMFQ%7CCgwIqN2-wQYQqJnrggM%7C?hl=pt-BR,1,1,1,0,0,NULL,6,NULL,1,332815,252,NULL,113842279400236274365,1,NULL,"2025-05-23 14:00:28","2025-05-23 13:30:10"
565793,0,5.0,"2025-05-22 16:56:55","2025-05-22 16:56:55","Comida e atendimento excelente.",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VMT2NtTGJ0d19iMmhRRRAB!2m1!1s0x0:0xd12dc3c3931b311d!3m1!1s2@1:CIHM0ogKELOcmLbtw_b2hQE%7CCgsI1669wQYQwMfwLQ%7C?hl=pt-BR,0,1,1,0,0,NULL,6,NULL,1,226082,252,NULL,114799327528002264620,1,NULL,"2025-05-23 14:00:30","2025-05-23 13:30:10"
565794,0,2.0,"2025-05-22 23:05:01","2025-05-22 23:05:01","Fui a pizzaria com minha família, dentre elas um idoso de 86 anos. Percebemos que a pizzaria não estava cheia como de costume. Fizemos nosso pedido as 19 horas, depois de uma hora e dez de espera resolvi procurar o gerente pra saber o paradeiro da minha pizza. Perguntei a seis garçons pelo gerente, nenhum deles me levou até ele, perguntaram o que estava acontecendo, reclamei que estava há uma hora e dez minutos esperando uma pizza. Todos eles perguntaram o sabor da minha pizza, falavam que iriam trazer e simplesmente sumiam. Perdi minha paciência e fui pra porta da cozinha perguntar sobre a pizza, só olhavam pra mim sem responder nada. Até que uma jovem garçonete me informou que queimaram minha pizza e estavam fazendo outra. Depois de uma hora e vinte minutos de espera alguém levou a pizza pra mesa, mal assada, partes da massa crua e o queijo da cobertura em algumas partes sem ter derretido. Maior decepção essa noite. Me senti feito um bobo, todo mundo escondendo o gerente pra eu não reclamar, as pessoas sabendo o motivo da demora, mentindo ao informar que a pizza estava vindo. Esse episódio aconteceu no último domingo, dia 18/05 na unidade Jardim Atlântico. Tenho percebido a qualidade no atendimento dessa unidade cada vez pior, inclusive dentro do banheiro onde você não consegue utilizar, porque o odor de urina é insuportável. Ninguém merece entrar naquele banheiro podre de xixi e depois esperar uma hora e vinte minutos por uma pizza.  Decepcionado!!!",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VPdWltZU9PdXBqcXFRRRAB!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKEOuimeOOupjqqQE%7CCgwIndu-wQYQgKqpvgE%7C?hl=pt-BR,1,1,1,0,0,NULL,6,NULL,1,21804,253,NULL,117152545224615819038,1,NULL,"2025-05-23 14:00:33","2025-05-23 13:31:38"
565795,0,5.0,"2025-05-23 13:28:21","2025-05-23 13:28:21",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VPYXhwX1NMN08yTjlBRRAB!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKEOaxp_SL7O2N9AE%7CCgsI9e_BwQYQoNv3JQ%7C?hl=pt-BR,-1,0,1,0,0,NULL,6,NULL,1,332816,254,NULL,103096878635209436496,1,NULL,NULL,"2025-05-23 13:32:56"
565931,0,5.0,"2025-05-23 23:05:35","2025-05-23 23:05:35",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VMU3NyYm1CeXJUd3hBRRAB!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKELSsrbmByrTwxAE%7CCgwIv_7DwQYQuIeFiAI%7C?hl=pt-BR,-1,0,1,0,0,NULL,6,NULL,1,332920,253,NULL,116575318575230077463,1,NULL,NULL,"2025-05-24 13:32:04"
565932,0,5.0,"2025-05-23 19:20:14","2025-05-23 19:20:14",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VLamtzTlRjc3FuZjBnRRAB!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKEKjksNTcsqnf0gE%7CCgsI7pTDwQYQyMWYQQ%7C?hl=pt-BR,-1,0,1,0,0,NULL,6,NULL,1,332921,253,NULL,107741899110900275914,1,NULL,NULL,"2025-05-24 13:32:05"
565933,0,5.0,"2025-05-23 19:18:53","2025-05-23 19:18:53","Local maravilhoso",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VMYkpvNl9mamFfWjlRRRAB!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKELbJo6_fja_Z9QE%7CCgwInZTDwQYQkMnFqQI%7C?hl=pt-BR,0,1,1,0,0,NULL,6,NULL,1,332922,253,NULL,111398022730767118349,1,NULL,"2025-05-24 14:00:13","2025-05-24 13:32:05"
566051,0,5.0,"2025-05-24 22:07:28","2025-05-24 22:07:28",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VMYl94YVNtMS12RUZREAE!2m1!1s0x0:0x6d564417a01672e8!3m1!1s2@1:CIHM0ogKELb_xaSm1-vEFQ%7CCgwIoIbJwQYQyKqrkQE%7C?hl=pt-BR,-1,0,1,0,0,NULL,6,NULL,1,17485,251,NULL,106557732610938576398,1,NULL,NULL,"2025-05-25 13:29:58"
566052,0,1.0,"2025-05-24 17:15:23","2025-05-24 17:15:23","Horrível gastei 400 reais pedi  picanha e veio uma carne com corte de picanha super dura cheia de nervo, entregue o que vende mesmo q vc tenha q cobrar mais caro, paguei 189 so na picanha",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VOLXJzNGlSamVqZXBnRRAB!2m1!1s0x0:0x6d564417a01672e8!3m1!1s2@1:CIHM0ogKEN-rs4iRjejepgE%7CCgwIq_3HwQYQkNHhgAM%7C?hl=pt-BR,1,1,1,0,0,NULL,6,NULL,1,11563,251,NULL,105869145755404046402,1,NULL,"2025-05-25 14:00:12","2025-05-25 13:29:58"
566053,0,5.0,"2025-05-25 09:52:24","2025-05-25 09:52:24",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VLNnA3cUtsc3RxNy13RRAB!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKEK6p7qKlstq7-wE%7CCgwI2NDLwQYQ6NiKxAE%7C?hl=pt-BR,-1,0,1,0,1,NULL,6,NULL,1,332976,253,NULL,117005124799092527094,1,NULL,NULL,"2025-05-25 13:32:42"
566054,0,5.0,"2025-05-25 01:29:15","2025-05-25 01:29:15",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VKU2RvWm1rcUliTHZBRRAB!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKEJSdoZmkqIbLvAE%7CCgwI6-TJwQYQwL_i8gI%7C?hl=pt-BR,-1,0,1,0,0,NULL,6,NULL,1,332977,253,NULL,113647179606466497939,1,NULL,NULL,"2025-05-25 13:32:42"
566055,0,5.0,"2025-05-24 15:49:32","2025-05-24 15:49:32",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VQajE3THlZajdxTlJnEAE!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKEPj17LyYj7qNRg%7CCgwIjNXHwQYQuN_L2QE%7C?hl=pt-BR,-1,0,1,0,0,NULL,6,NULL,1,332978,253,NULL,101186894821620176985,1,NULL,NULL,"2025-05-25 13:32:43"
566056,0,5.0,"2025-05-24 17:56:10","2025-05-24 17:56:10",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJRExtc0RVaU9hWGpBRRAB!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKEIDLmsDUiOaXjAE%7CCgwIupDIwQYQ6O_QsgM%7C?hl=pt-BR,-1,0,1,0,0,NULL,6,NULL,1,79720,254,NULL,105606516629607246569,1,NULL,NULL,"2025-05-25 13:34:04"
566198,0,5.0,"2025-05-26 03:25:55","2025-05-26 03:25:55",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VLdkoxdkxfOVo2TXd3RRAB!2m1!1s0x0:0x6d564417a01672e8!3m1!1s2@1:CIHM0ogKEKvJ1vL_9Z6MwwE%7CCgwIw77PwQYQuMHUgwI%7C?hl=pt-BR,-1,0,1,0,1,NULL,6,NULL,1,232217,251,NULL,104436335674792901298,1,NULL,NULL,"2025-05-26 13:20:13"
566199,0,5.0,"2025-05-26 12:15:38","2025-05-26 12:15:38",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VQYm91NmFRM1p6akpREAE!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKEPbou6aQ3ZzjJQ%7CCgwI6rbRwQYQgKTkqwE%7C?hl=pt-BR,-1,0,1,0,1,NULL,6,NULL,1,333048,253,NULL,114756993093909326289,1,NULL,NULL,"2025-05-26 13:22:20"
566200,0,5.0,"2025-05-26 10:09:32","2025-05-26 10:09:32",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VKU2RvWm1rcUliTHZBRRAB!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKEJSdoZmkqIbLvAE%7CCgwI3PvQwQYQsLrssgE%7C?hl=pt-BR,-1,0,1,0,1,NULL,6,NULL,1,332977,253,NULL,113647179606466497939,1,NULL,NULL,"2025-05-26 13:22:21"
566201,0,5.0,"2025-05-25 19:04:50","2025-05-25 19:04:50",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJSDhsLV81NnFIeFV3EAE!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKEIH8l-_56qHxUw%7CCgwI0tPNwQYQyIH17AE%7C?hl=pt-BR,-1,0,1,0,1,NULL,6,NULL,1,333049,253,NULL,115533330696313378604,1,NULL,NULL,"2025-05-26 13:22:21"
566202,0,5.0,"2025-05-26 01:44:56","2025-05-26 01:44:56","Pizza sempre excepcional.",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VMSFFwTVhTaS1leDRRRRAB!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKELHQpMXSi-ex4QE%7CCgwImI_PwQYQ-MXB9AE%7C?hl=pt-BR,0,1,1,0,1,NULL,6,NULL,1,9657,254,NULL,108530466144350223587,1,NULL,"2025-05-26 14:00:14","2025-05-26 13:23:26"
566203,0,5.0,"2025-05-25 20:31:59","2025-05-25 20:31:59",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VOX0UydWJUcE9yYzBRRRAB!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKEN_E2ubTpOrc0QE%7CCgwIv_zNwQYQwK_sqwI%7C?hl=pt-BR,-1,0,1,0,1,NULL,6,NULL,1,333050,254,NULL,115762875557969049583,1,NULL,NULL,"2025-05-26 13:23:26"
566204,0,5.0,"2025-05-25 17:25:07","2025-05-25 17:25:07","Apesar do nome, tem um self-service delicioso no horário do almoço! Muita variedade, tudo muito gostoso. Preço padrão de mercado. Manobrista gratuito, ar condicionado.",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VOREZrYWkxcnRXbnZ3RRAB!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKENDFkai1rtWnvwE%7CCgwI86TNwQYQqJa7wgE%7C?hl=pt-BR,0,1,1,0,1,NULL,6,NULL,1,333051,254,NULL,101229856481087207229,1,NULL,"2025-05-26 14:00:16","2025-05-26 13:23:26"
566218,0,NULL,"2025-05-27 00:59:50","2025-05-27 00:59:50","Plaza ❤️",NULL,https://www.instagram.com/p/DKIHzhrufCy/,0,1,1,0,0,NULL,3,NULL,1,223896,253,37941,17860830135352527,1,NULL,"2025-05-27 07:00:10","2025-05-27 06:04:21"
566221,0,NULL,"2025-05-26 18:58:54","2025-05-26 18:58:54","A maior e melhor Pizzaria de Pernambuco",NULL,https://www.instagram.com/p/DKIHzhrufCy/,0,1,1,0,0,NULL,3,NULL,1,223947,253,37941,18030140150664787,1,NULL,"2025-05-27 07:00:15","2025-05-27 06:04:22"
566334,0,3.0,"2025-05-27 12:25:01","2025-05-27 12:25:01","O ambiente agradável,  atendimento ótimo. O que ficou a desejar foi o prato que pedimos, pois a picanha não era picanha.",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT20xYWREaDFhekp5UTBkWVdVaEZlRmd0Y1RseFYyYxAB!2m1!1s0x0:0x6d564417a01672e8!3m1!1s2@1:CAIQACodChtycF9oOm1adDh1azJyQ0dYWUhFeFgtcTlxV2c%7C0cCPwS_zIIs%7C?hl=pt-BR,1,1,1,0,0,NULL,6,NULL,1,333109,251,NULL,102099767162291382126,1,NULL,"2025-05-27 14:00:14","2025-05-27 13:21:17"
566335,0,5.0,"2025-05-26 18:06:11","2025-05-26 18:06:11",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNJNi1Dcnl3RRAB!2m1!1s0x0:0xd12dc3c3931b311d!3m1!1s2@1:CIHM0ogKEICAgICI6-CrywE%7CCgwIk9vSwQYQ4J3hxQE%7C?hl=pt-BR,-1,0,1,0,0,NULL,6,NULL,1,201240,252,NULL,102555905565590945330,1,NULL,NULL,"2025-05-27 13:22:08"
566515,0,5.0,"2025-05-28 00:21:09","2025-05-28 00:21:09",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VManI2b1NneXJfeGNREAE!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKELjr6oSgyr_xcQ%7CCgwI9a3ZwQYQuPXruwI%7C?hl=pt-BR,-1,0,1,0,0,NULL,6,NULL,1,333189,253,NULL,105817175251678522686,1,NULL,NULL,"2025-05-28 13:21:58"
566542,0,NULL,"2025-05-29 00:17:42","2025-05-29 00:17:42","E sobre os quarteirplânticos hoje no século prima a mulher lia ela vai pra aí e eu tô olhando muito obrig",NULL,https://www.instagram.com/p/DKIHzhrufCy/,0,1,1,0,0,NULL,3,NULL,1,333192,253,37941,18065411783009033,1,NULL,"2025-05-29 07:00:34","2025-05-29 06:04:02"
566543,0,NULL,"2025-05-28 12:58:34","2025-05-28 12:58:34",👏👏👏👏,NULL,https://www.instagram.com/p/DKIHzhrufCy/,0,1,1,0,0,NULL,3,NULL,1,333193,253,37941,18067735745061591,1,NULL,"2025-05-29 07:00:35","2025-05-29 06:04:03"
566544,0,NULL,"2025-05-26 19:50:25","2025-05-26 19:50:25",👏👏👏,NULL,https://www.instagram.com/p/DKIHzhrufCy/,0,1,1,0,0,NULL,3,NULL,1,333056,253,37941,18041311394275894,1,NULL,"2025-05-29 07:00:36","2025-05-29 06:04:05"
566545,0,NULL,"2025-05-26 19:39:48","2025-05-26 19:39:48",👏👏,NULL,https://www.instagram.com/p/DKIHzhrufCy/,0,1,1,0,0,NULL,3,NULL,1,223933,253,37941,18046369895164694,1,NULL,"2025-05-29 07:00:38","2025-05-29 06:04:06"
566546,1,NULL,"2025-05-14 23:57:26","2025-05-14 23:57:26",👏👏👏👏👏,NULL,https://www.instagram.com/p/DJnCLldtBN-/,0,1,1,0,0,NULL,3,NULL,1,267279,253,37608,18063235685039454,1,NULL,"2025-05-29 07:00:39","2025-05-29 06:04:10"
566547,1,NULL,"2025-05-14 17:27:18","2025-05-14 17:27:18",👏👏👏👏😍,NULL,https://www.instagram.com/p/DJnCLldtBN-/,0,1,1,0,0,NULL,3,NULL,1,306602,253,37608,17903687838170293,1,NULL,"2025-05-29 07:00:41","2025-05-29 06:04:11"
566548,2,NULL,"2025-05-14 01:58:33","2025-05-14 01:58:33",👏👏👏👏👏👏👏,NULL,https://www.instagram.com/p/DJnCLldtBN-/,0,1,1,0,0,NULL,3,NULL,1,256464,253,37608,18036128303326490,1,NULL,"2025-05-29 07:00:43","2025-05-29 06:04:14"
566549,2,NULL,"2025-05-14 01:32:13","2025-05-14 01:32:13",❤️,NULL,https://www.instagram.com/p/DJnCLldtBN-/,0,1,1,0,0,NULL,3,NULL,1,252985,253,37608,18315238636233503,1,NULL,"2025-05-29 07:00:44","2025-05-29 06:04:15"
566550,0,NULL,"2025-05-10 17:16:25","2025-05-10 17:16:25",😍😍😍😍,NULL,https://www.instagram.com/p/DJenSk-NqSP/,0,1,1,0,0,NULL,3,NULL,1,223862,253,37498,17975413640717963,1,NULL,"2025-05-29 07:00:46","2025-05-29 06:04:17"
566551,0,NULL,"2025-05-10 16:17:48","2025-05-10 16:17:48",😍😍,NULL,https://www.instagram.com/p/DJenSk-NqSP/,0,1,1,0,0,NULL,3,NULL,1,223846,253,37498,17959925102923160,1,NULL,"2025-05-29 07:00:48","2025-05-29 06:04:18"
566552,0,NULL,"2025-05-22 13:36:34","2025-05-22 13:36:34",😍😍😍,NULL,https://www.instagram.com/p/DJ9Qm6ctNXt/,0,1,1,0,0,NULL,3,NULL,1,223846,253,37862,17947890095978587,1,NULL,"2025-05-29 07:00:49","2025-05-29 06:04:21"
566553,0,NULL,"2025-05-13 02:00:28","2025-05-13 02:00:28",❤️,NULL,https://www.instagram.com/p/DJcsF4dhieA/,0,1,1,0,0,NULL,3,NULL,1,267237,253,37499,17859638679353157,1,NULL,"2025-05-29 07:00:50","2025-05-29 06:04:21"
566554,0,NULL,"2025-05-10 14:41:04","2025-05-10 14:41:04",👏👏👏👏👏,NULL,https://www.instagram.com/p/DJcsF4dhieA/,0,1,1,0,0,NULL,3,NULL,1,330845,253,37499,17986676849670641,1,NULL,"2025-05-29 07:00:51","2025-05-29 06:04:23"
566555,0,NULL,"2025-05-10 03:06:58","2025-05-10 03:06:58",❤❤❤,NULL,https://www.instagram.com/p/DJcsF4dhieA/,0,1,1,0,0,NULL,3,NULL,1,285234,253,37499,18065681678318012,1,NULL,"2025-05-29 07:00:52","2025-05-29 06:04:26"
566556,0,NULL,"2025-05-10 00:50:38","2025-05-10 00:50:38",😍😍,NULL,https://www.instagram.com/p/DJcsF4dhieA/,0,1,1,0,0,NULL,3,NULL,1,223948,253,37499,18166764919350322,1,NULL,"2025-05-29 07:00:54","2025-05-29 06:04:27"
566838,0,5.0,"2025-05-28 15:48:23","2025-05-28 15:48:23",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VQdWV3S0NwekxQTzdRRRAB!2m1!1s0x0:0xd12dc3c3931b311d!3m1!1s2@1:CIHM0ogKEPuewKCpzLPO7QE%7CCgwIx-DcwQYQ8IGlxgI%7C?hl=pt-BR,-1,0,1,0,0,NULL,6,NULL,1,212158,252,NULL,108993909176561468985,1,NULL,NULL,"2025-05-29 13:21:59"
566839,0,5.0,"2025-05-28 14:20:04","2025-05-28 14:20:04",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VKSDhnNURKd19yaDVRRRAB!2m1!1s0x0:0xd12dc3c3931b311d!3m1!1s2@1:CIHM0ogKEJH8g5DJw_rh5QE%7CCgwIlLfcwQYQ0PTFuQI%7C?hl=pt-BR,-1,0,1,0,0,NULL,6,NULL,1,91422,252,NULL,112309368032942364532,1,NULL,NULL,"2025-05-29 13:22:00"
